<text>
MovieId	Rating	Average	ImdbId	Title
63676	2.5	3.8	0061065	Face of Another, The (Tanin no kao) (1966)
1282	2.5	3.7	0032455	Fantasia (1940)
1884	2.5	3.7	0120669	Fear and Loathing in Las Vegas (1998)
4283	2.5	3.7	0069191	Fellini's Roma (Roma) (1972)
6683	2.5	3.7	0116308	Fire (1996)
95218	2.5	3.8	2008513	First Position (2011)
5038	2.5	3.7	0083951	Flight of Dragons, The (1982)
25852	2.5	3.7	0031359	Gaslight (1940)
27728	2.5	3.7	0347246	Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
34552	2.5	3.7	0443518	Girl in the Café, The (2005)
56885	2.5	3.7	0427309	Great Debaters, The (2007)
40815	2.5	3.7	0330373	Harry Potter and the Goblet of Fire (2005)
26325	2.5	3.8	0071604	Hearts and Minds (1974)
88022	2.5	3.8	1445203	Hot Coffee (2011)
5992	2.5	3.7	0274558	Hours, The (2002)
26048	2.5	3.8	0053115	Human Condition II, The (Ningen no joken II) (1959)
8982	2.5	3.7	0327919	I Am David (2003)
30892	2.5	3.7	0390123	In the Realms of the Unreal (2004)
86279	2.5	3.9	1194612	Into Eternity (2010)
8456	2.5	3.7	0065889	Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)
7297	2.5	3.7	0323872	Kitchen Stories (Salmer fra kjøkkenet) (2003)
1408	2.5	3.7	0104691	Last of the Mohicans, The (1992)
25952	2.5	3.7	0041587	Letter to Three Wives, A (1949)
79541	2.5	3.8	1264904	Little Nicholas (Le petit Nicolas) (2009)
27797	2.5	3.7	0367859	Man Who Copied, The (Homem Que Copiava, O) (2003)
31193	2.5	3.7	0076363	Many Adventures of Winnie the Pooh, The (1977)
86487	2.5	3.7	1492030	Mildred Pierce (HBO) (2011)
53887	2.5	3.7	0070464	O Lucky Man! (1973)
3271	2.5	3.7	0105046	Of Mice and Men (1992)
4720	2.5	3.7	0230600	Others, The (2001)
96563	2.5	3.8	2028530	Paradise Lost 3: Purgatory (2011)
41527	2.5	3.7	0445620	Paradise Now (2005)
31948	2.5	4.0	0065513	Phone Box, The (Cabina, La) (1972)
81731	2.5	3.8	1453159	Pillars of the Earth, The (2010)
8420	2.5	4.0	0039725	Possessed (1947)
6268	2.5	3.7	0316188	Raising Victor Vargas (2002)
68486	2.5	3.7	1326972	Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009)
44568	2.5	3.8	0061537	Red and the White, The (Csillagosok, katonák) (1967)
733	2.5	3.7	0117500	Rock, The (1996)
4537	2.5	3.7	0096018	Running on Empty (1988)
60469	2.5	4.0	0386038	Silentium (2004)
33603	2.5	3.7	0393775	Simon (2004)
2391	2.5	3.7	0120324	Simple Plan, A (1998)
538	2.5	3.7	0108149	Six Degrees of Separation (1993)
89118	2.5	3.7	1189073	Skin I Live In, The (La piel que habito) (2011)
5515	2.5	3.7	0120263	Songs From the Second Floor (Sånger från andra våningen) (2000)
49225	2.5	3.7	0457496	Street Fight (2005)
87234	2.5	3.7	1440292	Submarine (2011)
41863	2.5	3.7	0419294	Three Burials of Melquiades Estrada, The (2006)
805	2.5	3.7	0117913	Time to Kill, A (1996)
5619	2.5	3.7	0326306	Trials of Henry Kissinger, The (2002)
55156	2.5	3.7	0492499	Unreasonable Man, An (2006)
81191	2.5	3.7	1566648	Waiting for Superman (2010)
2138	2.5	3.7	0078480	Watership Down (1978)
90376	2.5	3.7	1242460	We Need to Talk About Kevin (2011)
92904	2.5	3.8	1787837	We Were Here (2011)
68835	2.5	3.8	0476991	Were the World Mine (2008)
6429	2.5	3.7	0043137	Winchester '73 (1950)
35386	2.5	4.1	0204058	Winter Soldier (1972)
46803	2.5	3.7	0032155	Young Mr. Lincoln (1939)
50245	2.5	3.8	0069687	Alice in the Cities (Alice in den Stadten) (1974)
149	2.5	3.7	0109093	Amateur (1994)
6671	2.5	3.7	0099040	Angel at My Table, An (1990)
1694	2.5	3.7	0118632	Apostle, The (1997)
46723	2.5	3.7	0449467	Babel (2006)
26810	2.5	3.7	0106341	Bad Boy Bubby (1993)
6230	2.5	3.7	0069765	Bang the Drum Slowly (1973)
99813	2.5	3.8	2166834	Batman: The Dark Knight Returns, Part 2 (V) (2013)
26585	2.5	3.7	0092263	Better Tomorrow, A (Ying hung boon sik) (1986)
97300	2.5	5.0	0266010	Björk: Volumen (V) (1999)
49513	2.5	4.0	0101985	Brighter Summer Day, A (Gu ling jie shao nian sha ren shi jian) (1991)
7254	2.5	3.7	0289879	Butterfly Effect, The (2004)
3552	2.5	3.7	0080487	Caddyshack (1980)
3406	2.5	3.7	0043379	Captain Horatio Hornblower (1951)
7459	2.5	3.7	0293007	Carandiru (2003)
39731	2.5	4.1	0041239	Champion (1949)
51357	2.5	3.7	0112681	Citizen X (1995)
58351	2.5	3.7	0870090	City of Men (Cidade dos Homens) (2007)
63808	2.5	3.7	1068646	Class, The (Entre les murs) (2008)
649	2.5	3.7	0109028	Cold Fever (Á köldum klaka) (1995)
8798	2.5	3.7	0369339	Collateral (2004)
7114	2.5	3.7	0059043	Collector, The (1965)
43652	2.5	3.7	0451021	Comedians of Comedy, The (2005)
86083	2.5	4.4	0252490	Crazy Class Wakes Up, The (Hababam sinifi uyaniyor) (1977)
73023	2.5	3.7	1263670	Crazy Heart (2009)
50594	2.5	3.8	0060959	Daisies (Sedmikrasky) (1966)
53956	2.5	3.7	0795368	Death at a Funeral (2007)
7303	2.5	3.7	0052738	Diary of Anne Frank, The (1959)
1962	2.5	3.7	0097239	Driving Miss Daisy (1989)
5965	2.5	3.7	0075968	Duellists, The (1977)
86087	2.5	4.4	0252489	Dunce Class on Vacation, The (Hababam sinifi tatilde) (1978)
84663	2.5	3.8	0465326	Elizabeth I (2005)
6717	2.5	3.8	0177749	Enlightenment Guaranteed (Erleuchtung Garantiert) (2000)
5732	2.5	3.7	0082351	Eye of the Needle (1981)
26342	2.5	3.7	0072973	Farewell, My Lovely (1975)
1527	2.5	3.7	0119116	Fifth Element, The (1997)
7050	2.5	3.7	0027630	Follow the Fleet (1936)
79842	2.5	4.4	1671630	For Neda (2010)
58998	2.5	3.7	0800039	Forgetting Sarah Marshall (2008)
52604	2.5	3.7	0488120	Fracture (2007)
2948	2.5	3.7	0057076	From Russia with Love (1963)
66297	2.5	3.7	1054487	Futurama: Into the Wild Green Yonder (2009)
93855	2.5	3.7	1912398	God Bless America (2011)
56370	2.5	3.8	0438859	Goodbye Bafana (Color of Freedom, The) (2007)
27716	2.5	3.7	0342492	Green Butchers, The (Grønne slagtere, De) (2003)
6082	2.5	3.7	0085622	Grey Fox, The (1982)
94410	2.5	3.9	1449175	Hamlet (2009)
31030	2.5	3.7	0040458	I Remember Mama (1948)
8117	2.5	3.7	0180748	In China They Eat Dogs (I Kina spiser de hunde) (1999)
53769	2.5	3.7	0989000	In Search of a Midnight Kiss (2007)
4903	2.5	3.7	0247425	In the Bedroom (2001)
89337	2.5	3.8	1319744	Interrupters, The (2011)
1678	2.5	3.7	0107282	Joy Luck Club, The (1993)
32234	2.5	3.7	0076245	Julia (1977)
53	2.5	3.7	0110299	Lamerica (1994)
67504	2.5	3.9	0067324	Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971)
7143	2.5	3.7	0325710	Last Samurai, The (2003)
4927	2.5	3.7	0076299	Last Wave, The (1977)
30810	2.5	3.7	0362270	Life Aquatic with Steve Zissou, The (2004)
6775	2.5	3.7	0284262	Life and Debt (2001)
3559	2.5	3.7	0044837	Limelight (1952)
6062	2.5	3.7	0308514	Lost in La Mancha (2002)
68175	2.5	4.4	0318413	Magic of Méliès, The (magie Méliès, La) (1997)
70451	2.5	3.7	1029235	Max Manus (2008)
60992	2.5	3.9	0428870	Moment to Remember, A (Nae meorisokui jiwoogae) (2004)
8879	2.5	3.7	0071877	Murder on the Orient Express (1974)
279	2.5	3.7	0113896	My Family (1995)
80969	2.5	3.7	1334260	Never Let Me Go (2010)
7647	2.5	3.7	0105017	Noises Off... (1992)
47904	2.5	3.8	0050782	Notti bianche, Le (1957)
1124	2.5	3.7	0082846	On Golden Pond (1981)
7087	2.5	3.7	0087892	Passage to India, A (1984)
8482	2.5	3.7	0037988	Picture of Dorian Gray, The (1945)
66118	2.5	3.9	0058481	Point of Order (1964)
5643	2.5	3.7	0095895	Powaqqatsi (1988)
72395	2.5	3.7	0929632	Precious: Based on the Novel Push by Sapphire (2009)
3547	2.5	3.7	0093776	Prick Up Your Ears (1987)
3658	2.5	3.7	0062168	Quatermass and the Pit (1967)
2750	2.5	3.7	0093818	Radio Days (1987)
5516	2.5	3.7	0274117	Read My Lips (Sur mes lèvres) (2001)
30854	2.5	4.0	0119263	River, The (He liu) (1997)
25855	2.5	3.7	0031867	Roaring Twenties, The (1939)
5005	2.5	3.7	0052182	Separate Tables (1958)
5477	2.5	3.7	0254455	Sex and Lucia (Lucía y el sexo) (2001)
6932	2.5	3.7	0323944	Shattered Glass (2003)
7027	2.5	3.7	0090022	Silverado (1985)
8690	2.5	3.7	0069280	Slaughterhouse-Five (1972)
49312	2.5	3.7	0448124	Snow Cake (2006)
71438	2.5	3.7	1087578	Still Walking (Aruitemo aruitemo) (2008)
25927	2.5	3.7	0038991	Stranger, The (1946)
7585	2.5	3.7	0048673	Summertime (1955)
322	2.5	3.7	0114594	Swimming with Sharks (1995)
53827	2.5	3.7	0075296	Sybil (1976)
80374	2.5	3.9	1410261	Symbol (2009)
72931	2.5	4.1	0084764	Tango (1981)
81371	2.5	4.4	0034591	There Was a Father (Chichi ariki) (1942)
2660	2.5	3.7	0044121	Thing from Another World, The (1951)
553	2.5	3.7	0108358	Tombstone (1993)
87660	2.5	3.7	1742683	Too Big to Fail (HBO) (2011)
74541	2.5	3.7	1337032	Trailer Park Boys: Countdown to Liquor Day (2009)
42004	2.5	3.7	0407265	Transamerica (2005)
99387	2.5	5.0	1270120	Transfer (2010)
32898	2.5	3.7	0000417	Trip to the Moon, A (Voyage dans la lune, Le) (1902)
45506	2.5	3.7	0417385	Twelve and Holding (2005)
8148	2.5	4.0	0086489	Twice Upon a Time (1983)
3951	2.5	3.7	0202641	Two Family House (2000)
2839	2.5	3.7	0157183	West Beirut (West Beyrouth) (1998)
896	2.5	3.7	0111019	Wild Reeds (Les roseaux sauvages) (1994)
1073	2.5	3.7	0067992	Willy Wonka &amp; the Chocolate Factory (1971)
1683	2.5	3.7	0120520	Wings of the Dove, The (1997)
85259	2.5	3.7	0061199	Winnie the Pooh and the Honey Tree (1966) 
78856	2.5	3.8	1189345	World According to Monsanto, The (monde selon Monsanto, Le) (2008)
80315	2.5	4.1	0083579	Worthless, The (Arvottomat) (1982)
25856	2.5	3.7	0032145	Wuthering Heights (1939)
62049	2.5	3.7	0048918	1984 (1956)
51662	2.5	3.7	0416449	300 (2007)
8838	2.5	3.7	0071115	Alice Doesn't Live Here Anymore (1974)
7304	2.5	3.7	0074121	Allegro non troppo (1977)
6041	2.5	3.7	0280653	Amen. (2002)
4174	2.5	3.7	0099073	Avalon (1990)
854	2.5	3.7	0051980	Ballad of Narayama, The (Narayama Bushiko) (1958)
3516	2.5	3.7	0051406	Bell, Book and Candle (1958)
26612	2.5	3.7	0094357	Better Tomorrow II, A (Ying hung boon sik II) (1987)
67098	2.5	3.8	0055796	Billy Budd (1962)
33251	2.5	3.9	0021739	Bitch, The (La chienne) (1931)
71433	2.5	4.2	0058006	Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)
5010	2.5	3.7	0265086	Black Hawk Down (2001)
7895	2.5	3.7	0071249	Bring Me the Head of Alfredo Garcia (1974)
2243	2.5	3.7	0092699	Broadcast News (1987)
3361	2.5	3.7	0094812	Bull Durham (1988)
348	2.5	3.7	0109348	Bullets Over Broadway (1994)
8844	2.5	3.7	0078763	Camera Buff (Amator) (1979)
4484	2.5	3.7	0094828	Camille Claudel (1988)
431	2.5	3.7	0106519	Carlito's Way (1993)
65612	2.5	3.7	0092732	Castaway (1986)
56788	2.5	3.7	0472062	Charlie Wilson's War (2007)
54354	2.5	4.5	0478116	China Blue (2005)
95533	2.5	4.5	0074515	Coup de grâce (Der Fangschuß) (1976)
441	2.5	3.7	0106677	Dazed and Confused (1993)
91077	2.5	3.7	1033575	Descendants, The (2011)
38376	2.5	4.0	0100681	Everybody's Fine (Stanno tutti bene) (1990)
4019	2.5	3.7	0181536	Finding Forrester (2000)
4438	2.5	3.7	0068767	Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)
77800	2.5	3.7	1341167	Four Lions (2010)
53592	2.5	3.8	0461694	Four Minutes (Vier Minuten) (2006)
7334	2.5	3.7	0074554	Front, The (1976)
4930	2.5	3.7	0060437	Funeral in Berlin (1966)
5258	2.5	3.7	0262432	George Washington (2000)
49668	2.5	3.8	0014945	Girl Shy (1924)
2580	2.5	3.7	0139239	Go (1999)
63647	2.5	3.9	0068650	Hanzo the Razor: Sword of Justice (Goyôkiba) (1972)
26188	2.5	3.8	0063050	Heart Is a Lonely Hunter, The (1968)
25870	2.5	3.7	0033712	Here Comes Mr. Jordan (1941)
7306	2.5	3.7	0221344	Herod's Law (Ley de Herodes, La) (2000)
100511	2.5	4.5	0336693	House Is Black, The (1963)
6031	2.5	3.7	0052918	Imitation of Life (1959)
6760	2.5	3.7	0310154	In This World (2002)
96	2.5	3.7	0113403	In the Bleak Midwinter (1995)
1594	2.5	3.7	0119361	In the Company of Men (1997)
2943	2.5	3.7	0104507	Indochine (1992)
7243	2.5	3.7	0006864	Intolerance: Love's Struggle Throughout the Ages (1916)
86884	2.5	3.7	1827512	Kid With a Bike, The (Le gamin au vélo) (2011)
1730	2.5	3.7	0119485	Kundun (1997)
2000	2.5	3.7	0093409	Lethal Weapon (1987)
2390	2.5	3.7	0147004	Little Voice (1998)
96098	2.5	4.2	1132594	Louise-Michel (2008)
43497	2.5	3.7	0068205	Love in the Afternoon (Chloe in the Afternoon)  (L'amour l'après-midi) (1972)
31930	2.5	3.7	0060675	Masculin Féminin (1966)
7578	2.5	3.7	0031647	Midnight (1939)
37857	2.5	3.7	0366780	MirrorMask (2005)
26550	2.5	3.7	0089603	Mishima: A Life in Four Chapters (1985)
90630	2.5	4.0	1784538	Miss Representation (2011)
58306	2.5	3.7	0416044	Mongol (2007)
26663	2.5	3.7	0097904	Monsieur Hire (1989)
4136	2.5	3.7	0093562	Month in the Country, A (1987)
5358	2.5	3.7	0100196	Mountains of the Moon (1990)
8711	2.5	3.7	0040613	Mr. Blandings Builds His Dream House (1948)
53129	2.5	3.7	0780571	Mr. Brooks (2007)
47148	2.5	3.7	0421229	Mrs. Palfrey at the Claremont (2005)
91821	2.5	3.8	0251282	Muppet Family Christmas, A (1987)
5021	2.5	3.7	0074937	Murder by Death (1976)
4292	2.5	3.7	0079638	Norma Rae (1979)
25839	2.5	3.7	0029322	Nothing Sacred (1937)
2984	2.5	3.7	0067527	On Any Sunday (1971)
70102	2.5	3.8	1104806	One Week (2008)
81366	2.5	4.0	0027752	Only Son, The (Hitori musuko) (1936)
1912	2.5	3.7	0120780	Out of Sight (1998)
7792	2.5	3.7	0071970	Parallax View, The (1974)
7211	2.5	3.7	0043915	People Will Talk (1951)
509	2.5	3.7	0107822	Piano, The (1993)
1298	2.5	3.7	0084503	Pink Floyd: The Wall (1982)
8010	2.5	3.7	0105159	Power of One, The (1992)
26674	2.5	3.9	0098898	Prime Suspect (TV) (1991)
659	2.5	3.7	0054189	Purple Noon (Plein soleil) (1960)
93838	2.5	3.7	1899353	Raid: Redemption, The (Serbuan maut) (2011)
51931	2.5	3.7	0490204	Reign Over Me (2007)
59126	2.5	3.7	0815241	Religulous (2008)
3100	2.5	3.7	0105265	River Runs Through It, A (1992)
5464	2.5	3.7	0257044	Road to Perdition (2002)
5660	2.5	3.7	0058557	Seance on a Wet Afternoon (1964)
7826	2.5	3.7	0039808	Secret Life of Walter Mitty, The (1947)
8602	2.5	3.7	0053270	Shadows (1959)
34659	2.5	4.2	0274659	She Creature (Mermaid Chronicles Part 1: She Creature) (2001)
6422	2.5	3.7	0059711	Shenandoah (1965)
49265	2.5	3.7	0420901	Shooting Dogs (a.k.a. Beyond the Gates) (2005)
4710	2.5	3.7	0075213	Shootist, The (1976)
62115	2.5	3.8	0425458	Six Shooter (2004)
7586	2.5	3.7	0076734	Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977)
324	2.5	3.7	0111309	Sum of Us, The (1994)
8464	2.5	3.7	0390521	Super Size Me (2004)
70342	2.5	3.7	1048171	Séraphine (2008)
5974	2.5	3.7	0033152	Thief of Bagdad, The (1940)
71444	2.5	4.2	0050870	Thirst (Pyaasa) (1957)
3959	2.5	3.7	0054387	Time Machine, The (1960)
90809	2.5	3.8	1847731	Tomboy (2011)
79519	2.5	4.2	0061113	Trans-Europ-Express (1966)
34548	2.5	3.8	0077138	Tree of Wooden Clogs, The (L'albero degli zoccoli) (1978)
7815	2.5	3.7	0092117	True Stories (1986)
6229	2.5	3.7	0067893	Two-Lane Blacktop (1971)
52579	2.5	3.7	0450188	Vie en Rose, La (Môme, La) (2007)
94735	2.5	4.5	0490048	Walking with Monsters (TV) (2005)
64285	2.5	3.7	1118511	Wallace and Gromit in 'A Matter of Loaf and Death' (2008)
4444	2.5	3.7	0068935	Way of the Dragon, The (Return of the Dragon) (Meng long guo jiang) (1972)
6533	2.5	3.7	0069495	What's Up, Doc? (1972)
4160	2.5	3.7	0191636	Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)
47894	2.5	3.7	0460989	Wind That Shakes the Barley, The (2006)
6333	2.5	3.7	0290334	X2: X-Men United (2003)
72883	2.5	4.2	0060063	Yesterday Girl (Abschied von gestern - Anita G.) (1966)
4918	2.5	3.7	0052415	Young Lions, The (1958)
68269	2.5	3.7	0962736	Young Victoria, The (2009)
6599	2.5	3.7	0054599	Accattone (1961)
54190	2.5	3.7	0445922	Across the Universe (2007)
44709	2.5	3.7	0437800	Akeelah and the Bee (2006)
588	2.5	3.7	0103639	Aladdin (1992)
59418	2.5	3.7	0802948	American Crime, An (2007)
11	2.5	3.7	0112346	American President, The (1995)
32906	2.5	3.8	0075404	Ascent, The (Voskhozhdeniye) (1977)
7649	2.5	3.7	0120711	Babylon 5: In the Beginning (1998)
595	2.5	3.7	0101414	Beauty and the Beast (1991)
85763	2.5	4.0	1418646	Beneath Hill 60 (2010)
52666	2.5	3.7	0103793	Benny's Video (1992)
49085	2.5	4.0	0057277	Big City, The (Mahanagar) (1963)
3292	2.5	3.7	0047878	Big Combo, The (1955)
56141	2.5	3.7	0792966	Blame it on Fidel! (La faute à Fidel!) (2006)
73713	2.5	3.7	0329485	Butterfly, The (Papillon, Le) (2002)
26813	2.5	4.0	0106504	Calendar (1993)
88203	2.5	4.2	0308090	Car Bonus (Autobonus) (2001)
81817	2.5	3.7	1321865	Carlos (2010)
7698	2.5	3.7	0078966	China Syndrome, The (1979)
349	2.5	3.7	0109444	Clear and Present Danger (1994)
71758	2.5	4.1	0054073	Cloud-Capped Star, The (Meghe Dhaka Tara) (1960)
7992	2.5	3.8	0071338	Cockfighter (1974)
83411	2.5	3.8	0013025	Cops (1922)
64957	2.5	3.7	0421715	Curious Case of Benjamin Button, The (2008)
27518	2.5	4.1	0292490	D.C.H. (Dil Chahta Hai) (2001)
95971	2.5	4.1	0456123	Dikkenek (2006)
25795	2.5	3.7	0023948	Dinner at Eight (1933)
78003	2.5	3.9	0821442	Dirty Carnival, A (Biyeolhan geori) (2006)
4499	2.5	3.7	0095031	Dirty Rotten Scoundrels (1988)
2949	2.5	3.7	0055928	Dr. No (1962)
4102	2.5	3.7	0092948	Eddie Murphy Raw (1987)
85374	2.5	4.2	0022854	Emma (1932)
66870	2.5	3.7	0961066	Everlasting Moments (Maria Larssons eviga ögonblick) (2008)
4105	2.5	3.7	0083907	Evil Dead, The (1981)
5799	2.5	3.7	0053804	Exodus (1960)
92243	2.5	3.7	1410063	Flowers of War, The (Jin líng shí san chai) (2011) 
2757	2.5	3.7	0083967	Frances (1982)
72624	2.5	4.0	0878674	Garage (2007)
41691	2.5	4.0	0048500	Generation, A (Pokolenie) (1955)
93916	2.5	4.2	0165297	Genesis (1998)
31973	2.5	3.7	0039417	Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948)
74545	2.5	3.7	1139328	Ghost Writer, The (2010)
74510	2.5	3.7	1216487	Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)
70722	2.5	4.2	0113256	Good Men, Good Women (Hao nan hao nu) (1995)
88235	2.5	3.7	1540133	Guard, The (2011)
79311	2.5	3.9	0116479	Hamster Factor and Other Tales of Twelve Monkeys, The (1997)
6357	2.5	3.7	0049314	High Society (1956)
2442	2.5	3.7	0150915	Hilary and Jackie (1998)
8404	2.5	3.7	0031448	Hound of the Baskervilles, The (1939)
68517	2.5	3.9	0067484	I Hate Mondays, (Nie lubie poniedzialku) (1971)
8232	2.5	3.7	0032617	I Love You Again (1940)
67087	2.5	3.7	1155056	I Love You, Man (2009)
53161	2.5	3.7	0497137	I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)
97326	2.5	4.1	1760967	Ill Manors (2012)
249	2.5	3.7	0110116	Immortal Beloved (1994)
71468	2.5	3.7	1071804	Ink (2009)
97234	2.5	4.2	0293282	Inside: 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb' (2000)
60487	2.5	3.7	0060550	It's the Great Pumpkin, Charlie Brown (1966)
1729	2.5	3.7	0119396	Jackie Brown (1997)
3476	2.5	3.7	0099871	Jacob's Ladder (1990)
8157	2.5	3.7	0193253	Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
54872	2.5	3.9	0074740	Keoma (1976)
6416	2.5	3.7	0059358	King Rat (1965)
51894	2.5	3.9	0019071	Last Command, The (1928)
25	2.5	3.7	0113627	Leaving Las Vegas (1995)
7140	2.5	4.2	0354696	Legend of Leigh Bowery, The (2002)
3188	2.5	3.7	0208261	Life and Times of Hank Greenberg, The (1998)
1144	2.5	3.7	0116886	Line King: The Al Hirschfeld Story, The (1996)
33435	2.5	3.8	0379357	Los Angeles Plays Itself (2003)
937	2.5	3.7	0050658	Love in the Afternoon (1957)
7940	2.5	3.7	0051365	Magician, The (Ansiktet) (1958)
8331	2.5	3.7	0033874	Man Who Came to Dinner, The (1942)
3678	2.5	3.7	0048347	Man with the Golden Arm, The (1955)
6296	2.5	3.7	0310281	Mighty Wind, A (2003)
7160	2.5	3.7	0340855	Monster (2003)
26252	2.5	3.7	0067482	New Leaf, A (1971)
25929	2.5	3.7	0039661	Nightmare Alley (1947)
79469	2.5	4.1	0105019	Northerners, The (De noorderlingen) (1992)
5489	2.5	3.7	0079641	Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979)
69483	2.5	4.0	0057643	Not on Your Life (Verdugo, El) (Executioner, The) (1963)
95377	2.5	3.8	0479113	One Man Band (2005)
90947	2.5	3.7	1736633	Oslo, August 31st (Oslo, 31. august) (2011)
1187	2.5	3.7	0105107	Passion Fish (1992)
33893	2.5	3.7	0395125	Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)
48997	2.5	3.7	0396171	Perfume: The Story of a Murderer (2006)
8581	2.5	3.7	0168122	Pirates of Silicon Valley (1999)
92637	2.5	4.0	0203612	Pitfall (Otoshiana) (1962)
26172	2.5	3.7	0062138	Point Blank (1967)
92954	2.5	3.9	1073510	Prayers for Bobby (2009)
26875	2.5	3.7	0110917	Pure Formality, A (Pura formalità, Una) (1994)
2065	2.5	3.7	0089853	Purple Rose of Cairo, The (1985)
6119	2.5	3.7	0084555	Père Noël est une Ordure, Le (1982)
3034	2.5	3.7	0070608	Robin Hood (1973)
47868	2.5	3.9	0088015	Ronja Robbersdaughter (Ronja Rövardotter) (1984)
33117	2.5	4.0	0093258	Rouge (Yin ji kau) (1988)
99530	2.5	4.0	1979319	Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan) (2012)
50944	2.5	3.8	0478024	S.P.L.: Kill Zone (Saat po long) (2005)
95088	2.5	3.7	1862079	Safety Not Guaranteed (2012)
5103	2.5	3.7	0108037	Sandlot, The (1993)
96991	2.5	4.0	1673697	Sapphires, The (2012)
64716	2.5	3.7	0814314	Seven Pounds (2008)
48165	2.5	3.7	0098327	Seventh Continent, The (Der siebente Kontinent) (1989)
42783	2.5	3.7	0058642	Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv) (1964)
4809	2.5	3.7	0086312	Silkwood (1983)
91488	2.5	3.7	0084701	Snowman, The (1982) (TV)
88282	2.5	4.2	0166808	Sombre (1998)
91201	2.5	4.0	0094076	South, The (Sur) (1988)
71966	2.5	4.0	0189219	Spring in a Small Town (Xiao cheng zhi chun) (1948)
25996	2.5	3.7	0047522	Star Is Born, A (1954)
1374	2.5	3.7	0084726	Star Trek II: The Wrath of Khan (1982)
1356	2.5	3.7	0117731	Star Trek: First Contact (1996)
3129	2.5	3.7	0158371	Sweet and Lowdown (1999)
2239	2.5	3.7	0073817	Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
3192	2.5	3.7	0169302	Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)
25945	2.5	3.7	0040872	They Live by Night (1949)
4033	2.5	3.7	0146309	Thirteen Days (2000)
26147	2.5	3.7	0059798	Thousand Clowns, A (1965)
6382	2.5	3.7	0332639	Together (Han ni Zai Yiki) (2002)
5007	2.5	3.7	0058672	Topkapi (1964)
26178	2.5	3.7	0062407	Two for the Road (1967)
1633	2.5	3.7	0120402	Ulee's Gold (1997)
1295	2.5	3.7	0096332	Unbearable Lightness of Being, The (1988)
93008	2.5	4.0	2040264	Very Potter Sequel, A (2010)
60950	2.5	3.7	0497465	Vicky Cristina Barcelona (2008)
69088	2.5	3.7	0059894	War Game, The (1965)
7749	2.5	3.7	0062480	Weekend (a.k.a. Le Week-end) (Week End) (1967)
43897	2.5	3.7	0435776	White Diamond, The (2004)
4712	2.5	3.7	0064285	Wild Child, The (Enfant sauvage, L') (1970)
85316	2.5	3.7	0072410	Winnie the Pooh and Tigger Too (1974) 
2182	2.5	3.7	0051207	Wrong Man, The (1956)
27266	2.5	3.7	0212712	2046 (2004)
77353	2.5	3.8	1217243	Achilles and the Tortoise (Akiresu to kame) (2008)
88678	2.5	3.9	1630027	Almanya - Welcome to Germany (Almanya - Willkommen in Deutschland) (2011)
27660	2.5	3.7	0328832	Animatrix, The (2003)
4529	2.5	3.7	0095801	Bagdad Cafe (a.k.a. Out of Rosenheim) (1987)
95558	2.5	3.7	2125435	Beasts of the Southern Wild (2012) 
1893	2.5	3.7	0116692	Beyond Silence (Jenseits der Stille) (1996)
80281	2.5	3.7	1351630	Bill Bailey: Tinselworm (2008)
96897	2.5	4.8	1339302	Bleach: Fade to Black (Bur&amp;#299;chi Fade to Black Kimi no Na o Yobu) (2008)
3304	2.5	3.7	0077248	Blue Collar (1978)
1673	2.5	3.7	0118749	Boogie Nights (1997)
3761	2.5	3.7	0106469	Bound by Honor (a.k.a. Blood In, Blood Out) (1993)
70978	2.5	3.8	0092550	Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987)
94681	2.5	4.8	1235414	Boys Love (V) (2006)
5888	2.5	3.7	0118767	Brat (Brother) (1997)
67422	2.5	3.7	0449573	California Dreamin' (Nesfarsit) (2007)
79830	2.5	3.9	0115822	Captain Conan (Capitaine Conan) (1996)
3222	2.5	3.7	0087034	Carmen (1984)
85394	2.5	3.7	1664894	Cave of Forgotten Dreams (2010)
1437	2.5	3.7	0106535	Cement Garden, The (1993)
6368	2.5	3.7	0281724	Cinemania (2002)
